,0
0,0.02518100408133808
1,0.020157872865719333
2,0.022432918204532384
3,0.02412890576352466
4,0.023556558255234412
5,0.021895278990916034
6,0.018510442171377508
7,0.009388104275025252
8,0.0031776172055195456
9,0.00467025796577084
10,-0.0012443097478123223
11,-0.006315820338193274
12,-0.004865582760999655
13,-0.005296402874617416
14,-0.004195274203380647
15,0.004020451054408609
16,-0.001722527150341908
17,0.0068327004030835845
18,0.006408528693989384
19,0.011987972867862006
20,0.01059524404058717
21,0.006937048276579797
22,0.007679275853558739
23,0.004911981016882922
24,0.003740633452869545
25,0.006023906955573856
26,0.009276140362755227
27,0.007927912407840325
28,0.01425444574603978
29,0.019003763840705963
30,0.022388774486399518
31,0.027188085736562916
32,0.034932781788005185
33,0.03365194846334523
34,0.020911062846281348
35,0.02158946076555521
36,0.010828047114693075
37,0.01723694702469259
38,0.0004885274382512028
39,0.0049084981800994534
40,0.0018236146958459949
41,0.010521847745299203
42,0.008247863761284254
43,0.008283304705542885
44,0.008698464570406166
45,0.007613412214497187
46,0.005498953293651363
47,0.005524049837373081
48,0.0051186835573552615
49,0.00885622087384362
50,0.0072676264885223425
51,0.013835720030782211
52,0.012980418919116485
53,0.014212811708775704
54,0.02136257589674912
55,0.02133280012777708
56,0.028149845744585237
57,0.03309064422602295
58,0.04017566184434079
59,0.03506875457114669
60,0.03705260984723605
61,0.033426615534763796
62,0.027577191422470795
63,0.027552181503387882
64,0.018192741275781084
65,0.013856485913680884
66,0.00045765891627876424
67,0.005054774876084167
68,0.003222326697547773
69,0.0022058197472996847
70,-0.0002165297418916899
71,-6.0041218597593596e-05
72,-0.0022090994895353675
73,-0.0018529808916437564
74,-0.005644989314534202
75,-0.003841274981407702
76,0.004354933015708648
77,0.005235158951134052
78,0.011781188728179745
79,0.012510056259632744
80,0.021591112552806206
81,0.027279704644235493
82,0.020730544124931718
83,0.046286154119038754
84,0.060505718332791295
85,0.06699616495168163
86,0.06730419218064579
87,0.07698404951720153
88,0.08949355991673011
89,0.08551311514865365
90,0.07312799629560204
91,0.08373582594826255
92,0.06919897212947182
93,0.05005218114889072
94,0.043441578759963545
95,0.04841931374108508
96,0.06359403502422589
97,0.10511094650512454
98,0.15142863680024074
99,0.19812518306494617
100,0.21442394624675956
101,0.21018079098659115
102,0.21324383170670672
103,0.1866452897741955
104,0.19553625203857078
105,0.16558506445160892
106,0.15336034500398285
107,0.13526256736667758
108,0.11281090543807203
109,0.11781548292202063
110,0.11660326858729307
111,0.09330276838767729
112,0.07035295735192568
113,0.046735049758292034
114,0.051394131051704116
115,0.04308733753028174
116,0.02141838973444586
117,0.007576543510726231
118,0.006099791498272087
119,0.009346397241311347
120,0.010401125666538561
121,0.013886280116521679
122,0.009454649996607393
123,0.022551718461825285
124,0.03328045863919753
125,0.039409609237502335
126,0.045399932676451565
127,0.04598567103978435
128,0.05841148524455508
129,0.07680761002740295
130,0.08224898596750788
131,0.08774795304299979
132,0.09773163155408288
133,0.09841537545859526
134,0.09577796428218575
135,0.09257468322469342
136,0.10270881946993618
137,0.09449185655692827
138,0.07860221407013676
139,0.07749987452744028
140,0.06243776438595945
141,0.06740383657095146
142,0.044396204463040725
143,0.031864258666838195
144,0.04342565228616893
145,0.03085715245050623
146,0.03475099421483927
147,0.04188301868233167
148,0.04007559396322513
149,0.047197482560278836
150,0.0663422755943256
151,0.07368634297312629
152,0.07719730387166283
153,0.09536396745144553
154,0.11118534283344915
155,0.11905400145950291
156,0.12118983916742297
157,0.11896897516513624
158,0.10227446798867819
159,0.08674594519238697
160,0.09562067288434556
161,0.09001671648683794
162,0.09253719984147363
163,0.07936378670973546
164,0.08136305194350976
165,0.05508724359065844
166,0.0679320918538265
167,0.045838034857139276
168,0.03780694353235155
169,0.030435823224965495
170,0.03507075147884086
171,0.04564202117868768
172,0.049997920024140614
173,0.05997814939752803
174,0.05554508970164317
175,0.06151154474988435
176,0.06471575424909934
177,0.0681860652695824
178,0.08367288302516608
179,0.09267327955084613
180,0.09406743586575496
181,0.11436405768102681
182,0.1343040777565136
183,0.1316119667839989
184,0.13196240834965614
185,0.13001572146875626
186,0.11785782150719182
187,0.1308463683821568
188,0.12453742919951667
189,0.11789708936724487
190,0.08702295994211037
191,0.0799330912561773
192,0.0576739395341359
193,0.048002308240590076
194,0.04261935154815724
195,0.028947233294484648
196,0.03241852620986966
197,0.03860452338720379
198,0.038146694155427645
199,0.04827021934913144
200,0.05650530073187775
201,0.0685122934387151
202,0.06211588389337358
203,0.06273143993929328
204,0.09364742549287348
205,0.09350163508525537
206,0.08577172115129508
207,0.08901407647880173
208,0.09430344367766402
209,0.08446841731359239
210,0.09161919032365405
211,0.09523620032706384
212,0.07306110624444312
213,0.07385416099046163
214,0.07496954220657502
215,0.07372280819880873
216,0.0761679382932473
217,0.07777873770502035
218,0.060355600949107836
219,0.05132939421149083
220,0.049302805840670365
221,0.032576290891421986
222,0.03763564643096002
223,0.025084575274015804
224,0.02072528590138244
225,0.018081742243553252
226,0.016876141814754844
227,0.014784910914106658
228,0.016040718762713863
229,0.01912097298483109
230,0.02533672826768642
231,0.03747694210825654
232,0.043178444497695076
233,0.05353998126498552
234,0.06984461653761818
235,0.07115272482156373
236,0.07908108627144834
237,0.08418830322586135
238,0.11351437323020726
239,0.12089320315463968
240,0.11549810567662372
241,0.11529972605367052
242,0.12476459391895982
243,0.11690198148723079
244,0.10550205144799724
245,0.10478376817251596
246,0.07920981962691166
247,0.07143601226617605
248,0.06210218955588033
249,0.04673631784257047
250,0.04582707052103125
251,0.03308505064459358
252,0.023654770785100376
253,0.026165344044084656
254,0.02712806384047874
255,0.03591861879373155
256,0.03208720899289856
257,0.03642559927636701
258,0.0496906382613473
259,0.052671166574878824
260,0.047103870195232336
261,0.048707496073531836
262,0.07204533716332516
263,0.07335236088777289
264,0.08126253869517129
265,0.09024622905762589
266,0.09459622917106392
267,0.0983416302241833
268,0.0902691302924628
269,0.0944205140434573
270,0.08682856546064777
271,0.07505591365984482
272,0.07993134595660731
273,0.086954494141789
274,0.07933064293743486
275,0.07931670340313456
276,0.07711760440202503
277,0.06946345579816621
278,0.05329741342600047
279,0.06691901150820598
280,0.06558834948131385
281,0.05162736635791133
