,0
0,-0.003830518041515519
1,-0.0018835600475258151
2,-0.00033545590044893657
3,-0.00671166090321203
4,-0.003569565193536666
5,-0.0022219154279098955
6,-0.0025918171085268908
7,-0.00680730885698039
8,-0.004203559252627006
9,0.00023696680351028982
10,0.0026287174938987305
11,-0.0008890857548883713
12,0.0048064648208846405
13,0.007040122037529365
14,0.008029955160393617
15,0.016055720390549446
16,0.012615209164269215
17,0.01934505941610018
18,0.015519196582812375
19,0.019795363257770912
20,0.0159971909126335
21,0.015763440373386457
22,0.009908759735343666
23,0.006187537705149336
24,0.0020389072503858847
25,-0.0008451030555406499
26,0.004906870798248101
27,0.007010990890910623
28,0.006015495282742353
29,0.00890651672697329
30,0.005925110138741937
31,0.004521599628919427
32,0.015158262731514553
33,-0.0025999130701432516
34,-0.008004626061342883
35,0.0036639434006519285
36,-0.005151491643448115
37,0.00490147941508966
38,-0.010111716686201156
39,-0.0002730275206162449
40,0.005905571830539486
41,0.013105417524097053
42,0.01487641584831233
43,0.02677922967563211
44,0.02498075041060431
45,0.02540344926409729
46,0.01991109029580766
47,0.020481829647269714
48,0.013941221727083246
49,0.017298942961027058
50,0.017739900148375506
51,0.018544564955632992
52,0.01722531366515172
53,0.013484056312154852
54,0.012454432972928043
55,0.010810680077184314
56,0.009563899596657101
57,0.010153156325855731
58,0.012625150086429603
59,0.013450715017948086
60,0.009321528290851233
61,0.0008951209744298332
62,0.00019824455227558435
63,0.0025721952481410956
64,-0.0005606667208142486
65,0.005150292123484423
66,-0.002847029804147263
67,0.004881202066721838
68,0.008235285210991147
69,0.006772444200589671
70,0.005757919575104569
71,0.008973352023738675
72,0.012105127461502337
73,0.015129741909107371
74,0.013973425430542735
75,0.011901942104628341
76,0.01980538274556666
77,0.02049730215165743
78,0.02390173034693671
79,0.01751163999804568
80,0.027223875556296052
81,0.032015170917617505
82,0.02693415686421105
83,0.06119686680975099
84,0.07561207398434058
85,0.07726926265869974
86,0.0829876325028912
87,0.0995213898440771
88,0.10320835315949432
89,0.09867452420208436
90,0.08608955904908606
91,0.08334712448119642
92,0.07063532639645687
93,0.04956212160990032
94,0.04636950873756384
95,0.042946589286179546
96,0.05776276646454975
97,0.09528702551087323
98,0.13774227711903808
99,0.17927983578202653
100,0.19560974141157564
101,0.18993208005336085
102,0.1993923815537208
103,0.18057145496734733
104,0.17954573992798384
105,0.1510640018897718
106,0.13841872993524668
107,0.12785616735443117
108,0.09877765376260378
109,0.10633044256621013
110,0.09738622758098724
111,0.07545271380990261
112,0.0572430932605817
113,0.039567323596508205
114,0.04033660288697225
115,0.029714809546329636
116,0.008068092645419217
117,0.0013736733909595256
118,-1.1674493089596752e-05
119,0.005738241836811106
120,0.010055759354350883
121,0.01675763315618025
122,0.01639658150668655
123,0.02939112313999593
124,0.043396948736183674
125,0.0485174402246297
126,0.04728983875213995
127,0.0445452553034854
128,0.05573470079130464
129,0.07197324572702697
130,0.0784980019825828
131,0.08386923202520893
132,0.09290765469684492
133,0.08430474414667832
134,0.08349943328826631
135,0.08336619714276039
136,0.09415811901719875
137,0.08987911076734789
138,0.07575618098502825
139,0.07916651886550517
140,0.05943310980628194
141,0.06335601420792826
142,0.04046418513294185
143,0.02879148448586761
144,0.037381535913647276
145,0.02084947409525762
146,0.013051533050475487
147,0.02119562645318398
148,0.025598838387638323
149,0.03475966519795808
150,0.04996792956259103
151,0.05071898659866279
152,0.05255335419006689
153,0.07225966237450157
154,0.09130382989087857
155,0.1000933525587134
156,0.09973964963832016
157,0.10064376659083588
158,0.08574253836824333
159,0.07335666919841208
160,0.08110922536969727
161,0.07764626390633389
162,0.07103442707461474
163,0.06127295069225367
164,0.05908767792015308
165,0.0395596141194331
166,0.05512118465910338
167,0.04204324331031601
168,0.03624793140113334
169,0.02997591969924725
170,0.037397960700376175
171,0.04578401314458166
172,0.043779081377569175
173,0.05828361797563612
174,0.04755183301131704
175,0.051541755544445296
176,0.05321608070723886
177,0.0528189853353385
178,0.06634218281930374
179,0.08132948392294155
180,0.08606317137738193
181,0.11081618877991724
182,0.13042051248217795
183,0.13192770667769627
184,0.1345151789870073
185,0.13208943513496224
186,0.11765461880021826
187,0.12640275675905216
188,0.12297697336905539
189,0.1131389541200121
190,0.08661965682687979
191,0.07571781684132278
192,0.06082456497174061
193,0.048906391800169105
194,0.04969549995381764
195,0.03931859717636042
196,0.04445839176888227
197,0.04588875258334531
198,0.041869225079585605
199,0.053652639127380164
200,0.059983768021715886
201,0.06778641948114578
202,0.05305644576173798
203,0.04556798424648312
204,0.07909687512556207
205,0.08325236526339523
206,0.0801015091793699
207,0.08208731650726213
208,0.09227931787010443
209,0.0821231945483432
210,0.09680659992979979
211,0.09811530261205048
212,0.0721166047072124
213,0.07066050843957522
214,0.06825097726970974
215,0.07105070844754398
216,0.06663180785333835
217,0.06391703064274852
218,0.052080784311181336
219,0.04311884382724821
220,0.04643413042578679
221,0.03394735447871996
222,0.03795736716392604
223,0.032437815408406054
224,0.026351336346568572
225,0.01785815801906901
226,0.016110783641028237
227,0.008584969256821203
228,0.010455794093530136
229,0.01300275226061675
230,0.012756238587007349
231,0.022464346934958735
232,0.033690826040912676
233,0.05137799744176371
234,0.06566392350987782
235,0.075451646285713
236,0.08473964151784921
237,0.08606637215826105
238,0.1095756165444279
239,0.11868117174726267
240,0.1134575012351628
241,0.11506219253462696
242,0.12138579675829801
243,0.11986792555885872
244,0.108582829403096
245,0.10938977713404409
246,0.0785733223688313
247,0.06644644076760438
248,0.05974920183396163
249,0.04222583770544784
250,0.04351634375697421
251,0.030928537176831018
252,0.026656049904379885
253,0.027421867193329067
254,0.026389948518762942
255,0.029604680244218893
256,0.018268163725843483
257,0.01963544002966085
258,0.034416193866165845
259,0.033867632876343375
260,0.032718928285512
261,0.03760965033258752
262,0.06340829251311988
263,0.07161965185662612
264,0.07396991013157247
265,0.08359059118937631
266,0.08747654112231286
267,0.09272308681760374
268,0.09306486392694999
269,0.0968521316769209
270,0.09238035182447403
271,0.07532168394086457
272,0.08187566268522768
273,0.09442984801742066
274,0.07480444336474112
275,0.07915251856611154
276,0.07314624410569273
277,0.05926372963974849
278,0.03457649372898807
279,0.04657741778792245
280,0.04481672100913532
281,0.029047218843125333
282,0.031642811352696455
283,0.03747141553417769
284,0.03224281879537045
285,0.04761963692529954
286,0.039950130521480894
287,0.05796817333373401
288,0.05359189490761543
289,0.05430791140563763
290,0.05954712608337603
291,0.06163981260530457
292,0.06561059386906512
293,0.0792912058478137
294,0.07910714681621582
295,0.0660345451896733
296,0.07690045563192735
297,0.08674131738065245
298,0.07372144629951626
299,0.06881947954814761
300,0.09111549055354885
301,0.07330452223925146
302,0.07615438709249125
303,0.08192163335974183
304,0.0649172466501808
305,0.08546061001629823
306,0.06162766896528707
307,0.046235735102148415
308,0.047268601092380194
309,0.03668856664739375
310,0.027609079009489713
311,0.03238710567092983
312,0.02639221124569582
313,0.017307408085885805
314,0.021636047363707136
315,0.02496199586914353
316,0.029524751394813937
317,0.03720777770544474
318,0.04392638578513748
319,0.06121870659791567
320,0.06350007685328027
321,0.05383320965191869
322,0.05596572662791368
323,0.04589005203616134
324,0.0554785221592335
325,0.059398737035380005
326,0.06542270149249929
327,0.056701572748594026
328,0.057552377534815506
329,0.036691597873833186
330,0.030914023709117576
331,0.02334948991630195
332,0.038216474997503615
333,0.04811690194173848
334,0.03891144901992186
335,0.046251717408057634
336,0.03533402691882499
337,0.03189113123122846
338,0.029230413503546757
339,0.01805250839748982
340,0.011711314704992476
341,0.004544702240056172
342,0.009248677096913805
343,0.009956193529680574
344,0.007515904771110868
345,0.013741026072130869
346,0.014261343387816363
347,0.015453742620031505
348,0.025797994470315236
349,0.017768894050298065
350,0.01768650876843083
351,0.01989863591211455
352,0.01533219597262018
353,0.017419594749160806
354,0.013182819807376487
355,0.015719963285350774
356,0.013597865324364146
357,0.025241855591086274
358,0.02196029739742228
359,0.025147410286762394
